category_id,review_cnt,avg_score,low_score_rate,operate_index
CATE_990,48755,4.1072666298029175,0.0916601336035502,4.55911459351441
CATE_116,14352,4.181247555620085,0.07992038375508122,4.36714711645777
CATE_642,12607,4.158721262314038,0.08826783368628091,4.321862636227558
CATE_98,5920,4.331500613599856,0.06490709602830512,4.290717527446455
CATE_869,7649,4.141679363771509,0.09061347486574071,4.210070371221003
CATE_1,5873,4.186344594151567,0.08376265949535276,4.188831117195906
CATE_66,6183,4.152518436548725,0.08917865283008139,4.175030123001629
CATE_132,3903,4.202879113367835,0.08092137812062623,4.119033892842859
CATE_804,4361,4.15739860792802,0.07966136151430268,4.114813401049115
CATE_248,1391,4.453951701427004,0.04694474935967801,4.087209064483301
CATE_313,2626,4.218305682201959,0.07456342170437914,4.053508572065218
CATE_312,2688,4.2213297405765235,0.08777891928913882,4.05073753209729
CATE_145,3565,4.1042581919505,0.10841989918912995,4.022500945422526
CATE_1089,2546,4.170318188437454,0.07876073976991407,4.015592690219424
CATE_513,1904,4.257128514056225,0.08157630522088354,4.007621152291277
CATE_109,3192,4.101066076837239,0.09726919222973743,4.006294450084483
CATE_594,1762,4.266266308699543,0.06925721821864254,4.00623416894625
CATE_410,771,4.4969663742690065,0.04089912280701754,3.999347348601446
CATE_730,2078,4.212338276754335,0.08391457150581239,3.9965912235701353
CATE_234,3269,4.051825534752364,0.11168659949147754,3.9714237539856443
CATE_363,1735,4.223069898642188,0.08117804551539491,3.9688850863685956
CATE_1091,1386,4.285866081969978,0.07344689942092539,3.967086503650305
CATE_679,1563,4.237263726372637,0.09143414341434143,3.9493547196545946
CATE_553,1797,4.172272256728778,0.08184006211180124,3.9449613535653194
CATE_1083,2996,4.028499604233239,0.10678275825002687,3.943425245228257
CATE_481,884,4.3796443736730355,0.06223460721868366,3.941339928152328
CATE_87,1361,4.216499255952381,0.07782738095238095,3.9187622842466534
CATE_405,1767,4.1448882767064585,0.09842363024181207,3.913557273494124
CATE_486,1099,4.2516918110138455,0.07685788787483704,3.8978276568532135
CATE_1102,1400,4.18091393255867,0.08990231259968103,3.8946050499828266
CATE_505,984,4.252893820713664,0.06814621409921671,3.882562270793165
CATE_756,689,4.339655172413793,0.04492337164750958,3.8796850628132797
CATE_565,720,4.333418512208972,0.06019307211811471,3.874043784299693
CATE_1078,816,4.28098544973545,0.0642361111111111,3.864753811035493
CATE_722,323,4.561749680715198,0.04738186462324394,3.860031206351314
CATE_1068,503,4.39633601429848,0.059740840035746194,3.8404982741683398
CATE_61,900,4.225724637681159,0.09130434782608696,3.832222790652102
CATE_275,936,4.17080378250591,0.07588652482269503,3.8178983585753437
CATE_1136,843,4.208361204013378,0.0850613154960981,3.81310430047995
CATE_698,921,4.186150234741784,0.09663536776212832,3.8093544281228993
CATE_567,1360,4.04937865497076,0.10142543859649122,3.801824386495206
CATE_543,1499,4.037053119119988,0.12195204322863896,3.799509518630006
CATE_809,552,4.3092364532019705,0.07110016420361248,3.79884335728312
CATE_382,432,4.376282051282051,0.06923076923076923,3.7914552379081905
CATE_1028,502,4.31358024691358,0.06008230452674897,3.7902085689993714
CATE_499,715,4.235439164866811,0.10417566594672427,3.7830765661495094
CATE_485,919,4.129983249581239,0.08841429369067559,3.780974678173888
CATE_991,956,4.130982274741507,0.10215411127523387,3.7798421652428313
CATE_294,625,4.24197361871578,0.0772938443670151,3.778948554392577
CATE_1015,319,4.454391891891892,0.06925675675675676,3.7778196045641597
CATE_1020,710,4.1923076923076925,0.08193979933110368,3.7713612418134908
CATE_1129,317,4.416207349081365,0.056758530183727035,3.7624037148762453
CATE_700,764,4.156764168190128,0.08668494820231566,3.761354203937763
CATE_404,1401,3.9818125801045055,0.12405908015380064,3.75137720547395
CATE_777,1401,3.9818125801045055,0.12405908015380064,3.75137720547395
CATE_24,231,4.4402852049910875,0.0231729055258467,3.737297563459822
CATE_870,359,4.330218068535825,0.06074766355140187,3.7328282829255444
CATE_971,583,4.221674876847291,0.10857963875205255,3.7309793755475833
CATE_716,655,4.14963436928702,0.08897014015843997,3.7247336812501217
CATE_1167,690,4.126027397260274,0.08985649054142204,3.720344859730703
CATE_266,389,4.267983789260385,0.05167173252279635,3.717849408615012
CATE_883,433,4.261329305135952,0.08333333333333333,3.7130731565683193
CATE_301,648,4.131066411238825,0.08668582375478927,3.7130463134557603
CATE_10,395,4.267145082331998,0.06588785046728972,3.710448396322992
CATE_592,405,4.264939309056956,0.0784313725490196,3.7053322565702063
CATE_201,465,4.20498324958124,0.07495812395309882,3.6993563898067037
CATE_833,306,4.295510455104551,0.03628536285362854,3.69727606858263
CATE_528,645,4.111663353214048,0.09423459244532803,3.69519369797322
CATE_974,321,4.317791005291005,0.08068783068783068,3.6891034308020028
CATE_255,273,4.3239625167336015,0.040160642570281124,3.6888906815185787
CATE_1056,571,4.143974630021141,0.0963706835799859,3.6887530977826537
CATE_56,397,4.221743295019158,0.0603448275862069,3.6880949987580376
CATE_16,650,4.0848736906962415,0.09581022797288971,3.679558983278436
CATE_886,376,4.22534516765286,0.06360946745562131,3.6771295108623834
CATE_980,616,4.118306010928961,0.11358313817330211,3.676449214617143
CATE_605,606,4.097395833333334,0.09746527777777778,3.671917563767455
CATE_828,218,4.388576779026217,0.056179775280898875,3.6716345706824014
CATE_970,239,4.349436392914654,0.06038647342995169,3.663519089016224
CATE_645,164,4.429936305732484,0.03821656050955414,3.652399285862918
CATE_506,412,4.175568743818002,0.08902077151335312,3.6477162248236605
CATE_595,203,4.373626373626373,0.06593406593406594,3.641645976790821
CATE_74,291,4.228770595690748,0.045627376425855515,3.640673954370006
CATE_677,156,4.425245098039216,0.0392156862745098,3.6389452395010347
CATE_432,109,4.560763888888888,0.057291666666666664,3.6364502398251495
